timestamp_utc,gpu_used_mib,gpu_total_mib,gpu_util_percent,process_rss_kib
2026/09/02 23:56:39.855, 46383, 95830, 0,16607132
2026/09/02 23:56:54.934, 46383, 95830, 0,11118972
2026/09/02 23:57:10.002, 46383, 95830, 0,11212996
2026/09/02 23:57:25.080, 46383, 95830, 0,17126296
2026/09/02 23:57:40.157, 46383, 95830, 0,12146184
2026/09/02 23:57:55.231, 46383, 95830, 0,11438216
2026/09/02 23:58:10.296, 46383, 95830, 16,11739232
2026/09/02 23:58:25.388, 46383, 95830, 0,19122936
2026/09/02 23:58:40.449, 46383, 95830, 0,17867384
2026/09/02 23:58:55.521, 46383, 95830, 0,11490904
2026/09/02 23:59:10.631, 46383, 95830, 0,18784936
2026/09/02 23:59:25.706, 46383, 95830, 0,15201880
2026/09/02 23:59:40.782, 46383, 95830, 0,11760176
2026/09/02 23:59:55.856, 46383, 95830, 0,12170088
2026/09/03 00:00:10.932, 46383, 95830, 0,17732168
2026/09/03 00:00:26.004, 46383, 95830, 0,11831976
2026/09/03 00:00:41.079, 46383, 95830, 0,11991572
2026/09/03 00:00:56.148, 46383, 95830, 0,12042720
2026/09/03 00:01:11.231, 46383, 95830, 0,21911960
2026/09/03 00:01:26.299, 46383, 95830, 0,17606584
2026/09/03 00:01:41.355, 46383, 95830, 28,12334044
2026/09/03 00:01:56.418, 46383, 95830, 0,12090240
2026/09/03 00:02:11.525, 46383, 95830, 0,19099236
2026/09/03 00:02:26.593, 46383, 95830, 0,12306692
2026/09/03 00:02:41.663, 46383, 95830, 0,20185124
2026/09/03 00:02:56.765, 46383, 95830, 0,12521204
2026/09/03 00:03:11.840, 46383, 95830, 0,16317692
2026/09/03 00:03:26.928, 46383, 95830, 41,17323108
2026/09/03 00:03:42.007, 46383, 95830, 0,12646868
2026/09/03 00:03:57.078, 46383, 95830, 0,21525488
2026/09/03 00:04:12.162, 46383, 95830, 0,20492492
2026/09/03 00:04:27.276, 46383, 95830, 0,14753396
2026/09/03 00:04:42.351, 46383, 95830, 0,12829924
2026/09/03 00:04:57.427, 46383, 95830, 0,21304444
2026/09/03 00:05:12.532, 46383, 95830, 0,23078968
2026/09/03 00:05:27.607, 46383, 95830, 0,16173156
2026/09/03 00:05:42.678, 46383, 95830, 0,12684140
2026/09/03 00:05:57.749, 46383, 95830, 0,16700628
2026/09/03 00:06:12.820, 46383, 95830, 0,18213712
2026/09/03 00:06:27.885, 46383, 95830, 0,12916816
2026/09/03 00:06:42.957, 46383, 95830, 0,19754820
2026/09/03 00:06:58.053, 46383, 95830, 0,17332632
2026/09/03 00:07:13.173, 46383, 95830, 0,17730700
2026/09/03 00:07:28.237, 46383, 95830, 0,12832272
2026/09/03 00:07:43.308, 46383, 95830, 0,19601240
2026/09/03 00:07:58.380, 46383, 95830, 0,20719292
2026/09/03 00:08:13.459, 46383, 95830, 0,13021340
2026/09/03 00:08:28.536, 46383, 95830, 0,13115192
2026/09/03 00:08:43.633, 46383, 95830, 0,17031496
2026/09/03 00:08:58.707, 46383, 95830, 0,12801796
2026/09/03 00:09:13.783, 46383, 95830, 0,18108132
2026/09/03 00:09:28.861, 46383, 95830, 0,17104352
2026/09/03 00:09:43.977, 46383, 95830, 0,13295240
2026/09/03 00:09:59.049, 46383, 95830, 0,13247920
2026/09/03 00:10:14.118, 46383, 95830, 0,17292420
2026/09/03 00:10:29.189, 50383, 95830, 0,12861160
2026/09/03 00:10:44.268, 54383, 95830, 0,13815064
2026/09/03 00:10:59.350, 54383, 95830, 0,19109932
2026/09/03 00:11:14.422, 54383, 95830, 0,13093272
2026/09/03 00:11:29.494, 54383, 95830, 0,13210488
2026/09/03 00:11:44.563, 54383, 95830, 0,22733688
2026/09/03 00:11:59.630, 54383, 95830, 0,13370744
2026/09/03 00:12:14.709, 54383, 95830, 0,13143960
2026/09/03 00:12:29.784, 54383, 95830, 0,18520552
2026/09/03 00:12:44.854, 54383, 95830, 0,13484868
2026/09/03 00:12:59.932, 54383, 95830, 0,13334136
2026/09/03 00:13:15.002, 54383, 95830, 0,17802956
2026/09/03 00:13:30.068, 54383, 95830, 0,17222448
2026/09/03 00:13:45.144, 54383, 95830, 0,13225676
2026/09/03 00:14:00.213, 54383, 95830, 0,13301772
2026/09/03 00:14:15.284, 54383, 95830, 0,13392516
2026/09/03 00:14:30.361, 54383, 95830, 0,16738136
2026/09/03 00:14:45.436, 54383, 95830, 0,13665020
2026/09/03 00:15:00.513, 54383, 95830, 0,16924220
2026/09/03 00:15:15.588, 54383, 95830, 0,17671728
2026/09/03 00:15:30.661, 54383, 95830, 0,21800512
2026/09/03 00:15:45.736, 54383, 95830, 0,14329404
2026/09/03 00:16:00.806, 54383, 95830, 48,14065472
2026/09/03 00:16:15.869, 54383, 95830, 0,19979140
2026/09/03 00:16:31.027, 54383, 95830, 0,16347940
2026/09/03 00:16:46.099, 54383, 95830, 0,14073324
2026/09/03 00:17:01.170, 54383, 95830, 0,20284424
2026/09/03 00:17:16.285, 54383, 95830, 0,14275780
2026/09/03 00:17:31.361, 54383, 95830, 0,18700420
2026/09/03 00:17:46.475, 54383, 95830, 0,20216652
2026/09/03 00:18:01.550, 54383, 95830, 0,14153116
2026/09/03 00:18:16.613, 54383, 95830, 0,17309348
2026/09/03 00:18:31.682, 54383, 95830, 0,14346136
2026/09/03 00:18:46.764, 54383, 95830, 4,14431604
2026/09/03 00:19:01.828, 54383, 95830, 0,18424296
2026/09/03 00:19:16.906, 54383, 95830, 0,14233708
2026/09/03 00:19:31.965, 54383, 95830, 0,20396560
2026/09/03 00:19:47.082, 54383, 95830, 0,14434196
2026/09/03 00:20:02.157, 54383, 95830, 0,15355408
2026/09/03 00:20:17.227, 54383, 95830, 0,19437436
2026/09/03 00:20:32.332, 54383, 95830, 0,18455736
2026/09/03 00:20:47.402, 54383, 95830, 0,14434284
2026/09/03 00:21:02.473, 54383, 95830, 0,14504076
2026/09/03 00:21:17.547, 54383, 95830, 0,18902704
2026/09/03 00:21:32.618, 54383, 95830, 0,16582780
2026/09/03 00:21:47.686, 54383, 95830, 0,19836664
2026/09/03 00:22:02.761, 54383, 95830, 0,21200032
2026/09/03 00:22:17.889, 54383, 95830, 0,14557704
2026/09/03 00:22:32.932, 54383, 95830, 0,18631104
2026/09/03 00:22:48.032, 54383, 95830, 0,22573028
2026/09/03 00:23:03.103, 54383, 95830, 0,14444660
2026/09/03 00:23:18.174, 54383, 95830, 0,23481768
2026/09/03 00:23:33.293, 54383, 95830, 0,14533840
2026/09/03 00:23:48.353, 54383, 95830, 0,16338824
2026/09/03 00:24:03.470, 54383, 95830, 0,17872720
2026/09/03 00:24:18.543, 54383, 95830, 0,22144212
2026/09/03 00:24:33.613, 54383, 95830, 0,14495908
2026/09/03 00:24:48.685, 54383, 95830, 0,19611820
2026/09/03 00:25:03.775, 54383, 95830, 0,16291192
2026/09/03 00:25:18.845, 54383, 95830, 0,14727664
2026/09/03 00:25:33.960, 54383, 95830, 0,14749736
2026/09/03 00:25:49.131, 54383, 95830, 0,22389836
2026/09/03 00:26:04.255, 54383, 95830, 0,19141112
2026/09/03 00:26:19.434, 54383, 95830, 0,19093764
2026/09/03 00:26:34.540, 54383, 95830, 0,20604672
2026/09/03 00:26:49.739, 54383, 95830, 0,21604580
2026/09/03 00:27:04.855, 54383, 95830, 0,21100584
